Business,Total_Quantity,Transaction_Frequency,Total_Value,Segment,Segment_Label
Business-c02b,15,1,4200.0,0,Low Value
Business-c030,68,38,165980.0,0,Low Value
Business-c039,3,3,7125.0,0,Low Value
Business-c04f,2,2,9520.0,0,Low Value
Business-c056,24,14,27820.0,0,Low Value
Business-c05c,2,2,5130.0,0,Low Value
Business-c07e,15,15,12340.0,0,Low Value
Business-c082,5,5,9230.0,0,Low Value
Business-c08c,68,13,36941.0,0,Low Value
Business-c095,5,5,13403.0,0,Low Value
Business-c0a9,149,133,407544.0,0,Low Value
Business-c0ae,15,10,28556.0,0,Low Value
Business-c0ce,351,193,413568.0,0,Low Value
Business-c0e6,33,22,41485.0,0,Low Value
Business-c0f0,2,2,9820.0,0,Low Value
Business-c0f5,96,9,23020.0,0,Low Value
Business-c105,247,147,287994.0,0,Low Value
Business-c10c,9,7,16415.0,0,Low Value
Business-c10d,7,5,12010.0,0,Low Value
Business-c113,9,6,19895.0,0,Low Value
Business-c11a,10,1,825.0,0,Low Value
Business-c12a,17,3,8290.0,0,Low Value
Business-c130,1,1,2480.0,0,Low Value
Business-c13c,742,341,942088.0,1,Medium Value
Business-c149,51,13,26481.0,0,Low Value
Business-c14e,10,10,23700.0,0,Low Value
Business-c152,36,34,37335.0,0,Low Value
Business-c153,62,57,88664.0,0,Low Value
Business-c155,49,33,41360.0,0,Low Value
Business-c170,211,150,311787.0,0,Low Value
Business-c182,1,1,3870.0,0,Low Value
Business-c18e,6,6,9730.0,0,Low Value
Business-c192,17,12,33745.0,0,Low Value
Business-c19b,1,1,55.0,0,Low Value
Business-c1a0,13,3,5680.0,0,Low Value
Business-c1a2,8,2,3550.0,0,Low Value
Business-c1a8,1,1,660.0,0,Low Value
Business-c1be,1,1,6195.0,0,Low Value
Business-c1c9,3,2,3530.0,0,Low Value
Business-c1d8,127,122,282519.0,0,Low Value
Business-c1de,3,2,3880.0,0,Low Value
Business-c1e2,6,6,6780.0,0,Low Value
Business-c1e3,1941,1070,2594041.0,2,High Value
Business-c1e9,4,4,5675.0,0,Low Value
Business-c1f7,15,2,9200.0,0,Low Value
Business-c206,848,409,941898.0,1,Medium Value
Business-c207,1,1,4440.0,0,Low Value
Business-c219,338,39,120537.0,0,Low Value
Business-c21d,291,41,76966.0,0,Low Value
Business-c22f,496,131,374740.0,0,Low Value
Business-c231,85,16,37630.0,0,Low Value
Business-c233,49,22,17650.0,0,Low Value
Business-c244,132,23,88775.0,0,Low Value
Business-c251,193,110,262765.0,0,Low Value
Business-c263,111,94,196817.0,0,Low Value
Business-c291,51,6,18375.0,0,Low Value
Business-c29f,15,1,6395.0,0,Low Value
Business-c2aa,5,3,4880.0,0,Low Value
Business-c2e8,42,5,10999.0,0,Low Value
Business-c31a,2,1,2635.0,0,Low Value
Business-c321,106,91,167588.0,0,Low Value
Business-c323,71,26,56575.0,0,Low Value
Business-c328,1,1,5820.0,0,Low Value
Business-c33f,1,1,696.0,0,Low Value
Business-c34d,32,27,114390.0,0,Low Value
Business-c357,9,4,4395.0,0,Low Value
Business-c35d,48,9,25606.0,0,Low Value
Business-c37d,68,29,68390.0,0,Low Value
Business-c38e,1526,259,1017386.0,1,Medium Value
Business-c399,239,47,120290.0,0,Low Value
Business-c39e,2,2,1615.0,0,Low Value
Business-c3a2,335,127,292630.0,0,Low Value
Business-c3bc,268,132,533184.0,0,Low Value
Business-c3c3,1,1,5760.0,0,Low Value
Business-c3cb,276,51,108598.0,0,Low Value
Business-c3f0,16,13,39390.0,0,Low Value
Business-c3fa,13,11,13565.0,0,Low Value
Business-c428,490,298,690650.0,1,Medium Value
Business-c429,201,23,57285.0,0,Low Value
Business-c431,114,40,127512.0,0,Low Value
Business-c440,88,63,120165.0,0,Low Value
Business-c450,4,4,5154.0,0,Low Value
Business-c45a,97,23,57145.0,0,Low Value
Business-c45f,13,5,15580.0,0,Low Value
Business-c461,60,54,53325.0,0,Low Value
Business-c46c,82,27,54346.0,0,Low Value
Business-c472,192,190,484835.0,0,Low Value
Business-c483,290,137,462979.0,0,Low Value
Business-c488,1,1,1780.0,0,Low Value
Business-c4c7,333,222,500321.0,0,Low Value
Business-c4d0,3,3,7830.0,0,Low Value
Business-c4e6,325,204,396735.0,0,Low Value
Business-c4f8,507,386,725002.0,1,Medium Value
Business-c50f,3,3,6575.0,0,Low Value
Business-c516,231,170,344825.0,0,Low Value
Business-c531,379,49,111330.0,0,Low Value
Business-c532,1,1,6615.0,0,Low Value
Business-c535,32,9,31645.0,0,Low Value
Business-c55d,31,3,15450.0,0,Low Value
Business-c569,1475,303,625206.0,1,Medium Value
Business-c574,709,148,497155.0,0,Low Value
Business-c575,21,8,19700.0,0,Low Value
Business-c586,5,5,4845.0,0,Low Value
Business-c589,1,1,1520.0,0,Low Value
Business-c58b,3,3,4475.0,0,Low Value
Business-c590,385,299,485512.0,1,Medium Value
Business-c5a9,82,18,56940.0,0,Low Value
Business-c5b9,14,10,24825.0,0,Low Value
Business-c5c1,21,6,34500.0,0,Low Value
Business-c5c9,164,146,192240.0,0,Low Value
Business-c5cf,1,1,5320.0,0,Low Value
Business-c5e4,2,1,1750.0,0,Low Value
Business-c5e8,76,56,142520.0,0,Low Value
Business-c5ea,3,2,2495.0,0,Low Value
Business-c5f0,1,1,2060.0,0,Low Value
Business-c5ff,2515,426,1022843.0,1,Medium Value
Business-c629,1,1,5965.0,0,Low Value
Business-c62a,375,46,117440.0,0,Low Value
Business-c62f,23,13,38540.0,0,Low Value
Business-c63d,58,56,95370.0,0,Low Value
Business-c640,41,6,24560.0,0,Low Value
Business-c65f,36,16,33948.0,0,Low Value
Business-c666,2,1,3550.0,0,Low Value
Business-c66a,7,7,2800.0,0,Low Value
Business-c678,173,127,498344.0,0,Low Value
Business-c680,334,42,112189.0,0,Low Value
Business-c68b,94,22,51860.0,0,Low Value
Business-c694,7,7,23900.0,0,Low Value
Business-c698,4,4,7830.0,0,Low Value
Business-c699,6,5,9690.0,0,Low Value
Business-c69f,12,4,12340.0,0,Low Value
Business-c6be,5,3,8871.0,0,Low Value
Business-c6c2,3,3,9360.0,0,Low Value
Business-c6c9,1,1,1920.0,0,Low Value
Business-c6ce,89,65,126625.0,0,Low Value
Business-c6dd,257,153,436290.0,0,Low Value
Business-c6e6,6,2,3880.0,0,Low Value
Business-c6f4,37,7,19390.0,0,Low Value
Business-c702,50,48,89703.0,0,Low Value
Business-c70a,411,192,412168.0,0,Low Value
Business-c713,240,53,146968.0,0,Low Value
Business-c740,7,7,13935.0,0,Low Value
Business-c745,9,8,19870.0,0,Low Value
Business-c756,1,1,830.0,0,Low Value
Business-c761,34,26,35880.0,0,Low Value
Business-c766,434,326,771318.0,1,Medium Value
Business-c772,49,16,24440.0,0,Low Value
Business-c774,1100,690,1453879.0,1,Medium Value
Business-c775,11,10,17480.0,0,Low Value
Business-c7ae,4,4,10505.0,0,Low Value
Business-c7be,156,116,182021.0,0,Low Value
Business-c7bf,329,238,383138.0,0,Low Value
Business-c7d8,20,17,36188.0,0,Low Value
Business-c7df,1,1,1415.0,0,Low Value
Business-c7e1,19,19,15650.0,0,Low Value
Business-c801,10,8,16290.0,0,Low Value
Business-c805,49,49,34381.0,0,Low Value
Business-c80f,2,2,5600.0,0,Low Value
Business-c840,681,148,277012.0,0,Low Value
Business-c84f,12,11,24102.0,0,Low Value
Business-c852,1,1,2040.0,0,Low Value
Business-c857,2,2,7620.0,0,Low Value
Business-c866,3,3,8425.0,0,Low Value
Business-c86b,13,3,1595.0,0,Low Value
Business-c86d,114,95,221567.0,0,Low Value
Business-c87a,5,5,16955.0,0,Low Value
Business-c893,157,119,299350.0,0,Low Value
Business-c89b,266,207,383165.0,0,Low Value
Business-c8aa,10,8,13075.0,0,Low Value
Business-c8b2,3,2,2190.0,0,Low Value
Business-c8bf,41,32,52589.0,0,Low Value
Business-c8d5,47,35,49695.0,0,Low Value
Business-c8e3,622,50,127070.0,0,Low Value
Business-c8ee,39,27,41292.0,0,Low Value
Business-c91b,3,3,4550.0,0,Low Value
Business-c924,10,3,4930.0,0,Low Value
Business-c929,16,16,30850.0,0,Low Value
Business-c92c,2,2,4420.0,0,Low Value
Business-c943,2,2,2130.0,0,Low Value
Business-c948,36,16,19043.0,0,Low Value
Business-c94e,4,2,3415.0,0,Low Value
Business-c964,1,1,1300.0,0,Low Value
Business-c96d,210,185,548570.0,0,Low Value
Business-c983,220,147,339984.0,0,Low Value
Business-c98a,39,36,72863.0,0,Low Value
Business-c995,106,30,66335.0,0,Low Value
Business-c99d,2,2,9820.0,0,Low Value
Business-c9a7,4,4,4315.0,0,Low Value
Business-c9bb,1,1,670.0,0,Low Value
Business-c9bf,11,11,12264.0,0,Low Value
Business-c9c0,306,278,706556.0,1,Medium Value
Business-c9ce,1,1,5300.0,0,Low Value
Business-c9dc,622,411,870714.0,1,Medium Value
Business-c9e1,16,14,4225.0,0,Low Value
Business-c9e9,4,2,3000.0,0,Low Value
Business-ca02,233,100,192396.0,0,Low Value
Business-ca08,322,48,108960.0,0,Low Value
Business-ca11,48,33,64045.0,0,Low Value
Business-ca31,2,1,4220.0,0,Low Value
Business-ca33,1,1,1590.0,0,Low Value
Business-ca42,211,21,45035.0,0,Low Value
Business-ca45,212,47,111910.0,0,Low Value
Business-ca4d,4,2,4655.0,0,Low Value
Business-ca55,486,279,718902.0,1,Medium Value
Business-ca58,8,8,20794.0,0,Low Value
Business-ca7b,265,187,351480.0,0,Low Value
Business-ca83,5,5,5635.0,0,Low Value
Business-ca9c,33,19,50662.0,0,Low Value
Business-caa5,56,45,103354.0,0,Low Value
Business-cabd,138,30,65420.0,0,Low Value
Business-cabe,11,4,12805.0,0,Low Value
Business-cac5,8,8,16750.0,0,Low Value
Business-cacc,11,7,18882.0,0,Low Value
Business-cad2,1,1,1890.0,0,Low Value
Business-caf2,19,6,12100.0,0,Low Value
Business-cb09,97,72,161998.0,0,Low Value
Business-cb0e,2,2,8320.0,0,Low Value
Business-cb1d,2,2,190.0,0,Low Value
Business-cb1f,4636,1102,2032885.0,2,High Value
Business-cb40,39,21,86066.0,0,Low Value
Business-cb44,2,2,4215.0,0,Low Value
Business-cb5f,131,30,67653.0,0,Low Value
Business-cb6c,5,4,7460.0,0,Low Value
Business-cb8e,1,1,2330.0,0,Low Value
Business-cb99,28,25,37100.0,0,Low Value
Business-cba1,1,1,3600.0,0,Low Value
Business-cbdd,222,136,334981.0,0,Low Value
Business-cbde,1,1,6096.0,0,Low Value
Business-cbe1,77,42,76519.0,0,Low Value
Business-cbf2,3,1,6035.0,0,Low Value
Business-cc03,59,58,125965.0,0,Low Value
Business-cc05,3,2,4070.0,0,Low Value
Business-cc11,2,1,1900.0,0,Low Value
Business-cc1e,871,526,1142082.0,1,Medium Value
Business-cc20,5,1,1740.0,0,Low Value
Business-cc31,86,60,73655.0,0,Low Value
Business-cc55,48,44,107920.0,0,Low Value
Business-cc70,1,1,5350.0,0,Low Value
Business-cc78,75,8,31680.0,0,Low Value
Business-cc96,26,26,81520.0,0,Low Value
Business-ccbb,3,2,2870.0,0,Low Value
Business-ccdf,244,216,517595.0,0,Low Value
Business-ccf3,19,8,15040.0,0,Low Value
Business-cd1c,1536,645,1653765.0,1,Medium Value
Business-cd2b,1,1,1470.0,0,Low Value
Business-cd2d,72,63,188765.0,0,Low Value
Business-cd30,70,47,105835.0,0,Low Value
Business-cd58,12,11,11990.0,0,Low Value
Business-cd67,4,4,11355.0,0,Low Value
Business-cd92,36,26,76030.0,0,Low Value
Business-cd93,95,25,51870.0,0,Low Value
Business-cd9f,7,7,22305.0,0,Low Value
Business-cda6,199,166,373234.0,0,Low Value
Business-cdb0,2,1,6240.0,0,Low Value
Business-cdb7,518,69,160526.0,0,Low Value
Business-cdbe,345,232,428562.0,0,Low Value
Business-cdc1,497,475,648373.0,1,Medium Value
Business-cdc2,261,55,121080.0,0,Low Value
Business-cddd,2,2,3185.0,0,Low Value
Business-ce02,23,20,43007.0,0,Low Value
Business-ce05,10,1,4020.0,0,Low Value
Business-ce0a,39,19,20062.0,0,Low Value
Business-ce0b,3,1,1810.0,0,Low Value
Business-ce15,931,586,1659186.0,1,Medium Value
Business-ce2f,5,1,860.0,0,Low Value
Business-ce34,11,8,9505.0,0,Low Value
Business-ce51,10,10,22590.0,0,Low Value
Business-ce57,4,2,8105.0,0,Low Value
Business-ce58,1,1,4580.0,0,Low Value
Business-ce6e,24,23,28355.0,0,Low Value
Business-cea5,3,2,2805.0,0,Low Value
Business-ceb3,1,1,1520.0,0,Low Value
Business-ceb7,41,35,55695.0,0,Low Value
Business-ceba,7,7,3400.0,0,Low Value
Business-cec2,26,15,23880.0,0,Low Value
Business-cee5,24,24,42121.0,0,Low Value
Business-ceeb,216,160,323794.0,0,Low Value
Business-cf0c,8,8,12550.0,0,Low Value
Business-cf0d,1793,409,707665.0,1,Medium Value
Business-cf0f,19,13,26115.0,0,Low Value
Business-cf28,23,4,8090.0,0,Low Value
Business-cf2a,10,1,6100.0,0,Low Value
Business-cf4b,2890,387,949022.0,1,Medium Value
Business-cf67,1,1,1520.0,0,Low Value
Business-cf86,299,293,809542.0,1,Medium Value
Business-cf88,5,5,10695.0,0,Low Value
Business-cf89,409,193,430716.0,0,Low Value
Business-cf93,41,38,102764.0,0,Low Value
Business-cfa0,2,2,1970.0,0,Low Value
Business-cfbc,6,5,9520.0,0,Low Value
Business-cfc5,10,1,4020.0,0,Low Value
Business-cfcf,101,29,70021.0,0,Low Value
Business-cfd5,32,30,27860.0,0,Low Value
Business-cfe4,6,6,11395.0,0,Low Value
Business-cff8,10,10,19325.0,0,Low Value
Business-d001,41,17,55420.0,0,Low Value
Business-d01b,1,1,4160.0,0,Low Value
Business-d024,2,2,4825.0,0,Low Value
Business-d02d,151,33,64010.0,0,Low Value
Business-d033,11,7,20960.0,0,Low Value
Business-d042,1489,614,1499991.0,1,Medium Value
Business-d046,286,95,232250.0,0,Low Value
Business-d065,64,59,156351.0,0,Low Value
Business-d072,31,31,33335.0,0,Low Value
Business-d087,85,64,166595.0,0,Low Value
Business-d0a4,28,25,41795.0,0,Low Value
Business-d0ad,5,1,4530.0,0,Low Value
Business-d0bc,123,95,177790.0,0,Low Value
Business-d0c8,82,78,118447.0,0,Low Value
Business-d115,5,1,1370.0,0,Low Value
Business-d11a,54,19,32285.0,0,Low Value
Business-d11b,107,99,147550.0,0,Low Value
Business-d124,28,17,28805.0,0,Low Value
Business-d125,25,19,43940.0,0,Low Value
Business-d129,382,282,711500.0,1,Medium Value
Business-d12f,6,6,13605.0,0,Low Value
Business-d13a,101,81,152570.0,0,Low Value
Business-d13e,9,8,18115.0,0,Low Value
Business-d14e,29,20,40299.0,0,Low Value
Business-d15c,169,125,448058.0,0,Low Value
Business-d168,7,3,9590.0,0,Low Value
Business-d177,418,138,306642.0,0,Low Value
Business-d17c,139,76,147417.0,0,Low Value
Business-d186,25,19,55015.0,0,Low Value
Business-d18e,17,15,40715.0,0,Low Value
Business-d1a2,147,94,226326.0,0,Low Value
Business-d1a5,12,11,19820.0,0,Low Value
Business-d1b9,3,3,3500.0,0,Low Value
Business-d1c1,2,2,7745.0,0,Low Value
Business-d1c6,101,85,146395.0,0,Low Value
Business-d1c8,26,3,2840.0,0,Low Value
Business-d1ed,2,2,7760.0,0,Low Value
Business-d203,1457,160,429382.0,1,Medium Value
Business-d218,3,3,9488.0,0,Low Value
Business-d21e,21,17,19326.0,0,Low Value
Business-d255,201,144,331380.0,0,Low Value
Business-d257,3,2,3700.0,0,Low Value
Business-d25b,12,11,33701.0,0,Low Value
Business-d26e,1,1,2215.0,0,Low Value
Business-d26f,97,98,157090.0,0,Low Value
Business-d288,12,7,8660.0,0,Low Value
Business-d2a5,111,41,73350.0,0,Low Value
Business-d2b0,43,26,50835.0,0,Low Value
Business-d2b6,1001,644,1487032.0,1,Medium Value
Business-d2cf,15,6,13415.0,0,Low Value
Business-d2eb,70,49,108981.0,0,Low Value
Business-d2f6,120,12,22735.0,0,Low Value
Business-d31a,1,1,2700.0,0,Low Value
Business-d346,15,11,26280.0,0,Low Value
Business-d387,157,116,253177.0,0,Low Value
Business-d38b,67,51,148006.0,0,Low Value
Business-d3a2,1,1,4050.0,0,Low Value
Business-d3af,5,1,1680.0,0,Low Value
Business-d3d5,1,1,860.0,0,Low Value
Business-d3d8,80,41,113127.0,0,Low Value
Business-d3e6,13,11,25525.0,0,Low Value
Business-d3f6,194,27,52891.0,0,Low Value
Business-d40d,49,30,61420.0,0,Low Value
Business-d40e,134,125,227252.0,0,Low Value
Business-d41a,5,1,1885.0,0,Low Value
Business-d420,46,35,98465.0,0,Low Value
Business-d430,36,10,27800.0,0,Low Value
Business-d438,28,19,28910.0,0,Low Value
Business-d454,165,46,90035.0,0,Low Value
Business-d457,524,183,358132.0,0,Low Value
Business-d45a,3,3,1635.0,0,Low Value
Business-d45c,2,2,3945.0,0,Low Value
Business-d463,13,7,9850.0,0,Low Value
Business-d47e,2,2,3030.0,0,Low Value
Business-d482,73,35,105645.0,0,Low Value
Business-d497,15,8,17670.0,0,Low Value
Business-d4b0,24,19,41640.0,0,Low Value
Business-d4ba,32,16,33470.0,0,Low Value
Business-d4c7,19,3,5315.0,0,Low Value
Business-d4cd,35,20,39318.0,0,Low Value
Business-d4cf,24,12,7230.0,0,Low Value
Business-d4e3,2,2,15130.0,0,Low Value
Business-d4e9,1,1,2650.0,0,Low Value
Business-d4f9,471,332,659365.0,1,Medium Value
Business-d500,549,471,1151424.0,1,Medium Value
Business-d513,147,44,106175.0,0,Low Value
Business-d525,71,63,180880.0,0,Low Value
Business-d52d,212,78,184380.0,0,Low Value
Business-d55c,6,6,13810.0,0,Low Value
Business-d55f,4,4,8685.0,0,Low Value
Business-d564,142,58,69367.0,0,Low Value
Business-d567,5,3,6095.0,0,Low Value
Business-d582,284,201,437985.0,0,Low Value
Business-d59e,129,54,127087.0,0,Low Value
Business-d5a5,8,8,21165.0,0,Low Value
Business-d5a8,15,2,3670.0,0,Low Value
Business-d5b5,726,118,287529.0,0,Low Value
Business-d5b6,69,4,16707.0,0,Low Value
Business-d5bb,112,76,115045.0,0,Low Value
Business-d5c0,31,28,39205.0,0,Low Value
Business-d5e3,56,15,36415.0,0,Low Value
Business-d5f8,5,4,7926.0,0,Low Value
Business-d606,37,33,47140.0,0,Low Value
Business-d60b,9,4,8050.0,0,Low Value
Business-d614,40,31,63739.0,0,Low Value
Business-d61a,20,18,33519.0,0,Low Value
Business-d61c,103,65,140046.0,0,Low Value
Business-d626,85,79,158602.0,0,Low Value
Business-d64b,1,1,95.0,0,Low Value
Business-d656,15,15,29920.0,0,Low Value
Business-d666,45,20,78670.0,0,Low Value
Business-d67c,7,7,30484.0,0,Low Value
Business-d68d,572,371,719791.0,1,Medium Value
Business-d692,56,22,60250.0,0,Low Value
Business-d6c9,61,33,115326.0,0,Low Value
Business-d6d7,19,14,25996.0,0,Low Value
Business-d6e3,4,4,8025.0,0,Low Value
Business-d6f5,7,7,4270.0,0,Low Value
Business-d6fb,31,20,41900.0,0,Low Value
Business-d701,18,12,34225.0,0,Low Value
Business-d719,344,262,523547.0,1,Medium Value
Business-d72a,50,42,124775.0,0,Low Value
Business-d72e,3835,973,2747470.0,2,High Value
Business-d72f,11,6,13160.0,0,Low Value
Business-d740,8,6,4765.0,0,Low Value
Business-d74f,12,10,32215.0,0,Low Value
Business-d752,69,66,87454.0,0,Low Value
Business-d759,16,16,45287.0,0,Low Value
Business-d773,2,2,5070.0,0,Low Value
Business-d783,17,14,19075.0,0,Low Value
Business-d784,2,2,2415.0,0,Low Value
Business-d789,144,107,180860.0,0,Low Value
Business-d78d,1,1,2.0,0,Low Value
Business-d7a5,14,12,31410.0,0,Low Value
Business-d7a8,3,2,6545.0,0,Low Value
Business-d7ac,119,2,5000.0,0,Low Value
Business-d7b3,3,3,6400.0,0,Low Value
Business-d7ba,4,4,5080.0,0,Low Value
Business-d7c2,108,24,50755.0,0,Low Value
Business-d7c6,71,35,68042.0,0,Low Value
Business-d814,4,4,10070.0,0,Low Value
Business-d81e,2521,964,2114420.0,2,High Value
Business-d820,7,7,10940.0,0,Low Value
Business-d827,11,11,16640.0,0,Low Value
Business-d834,510,314,659036.0,1,Medium Value
Business-d84d,7,3,5510.0,0,Low Value
Business-d857,15,12,34925.0,0,Low Value
Business-d870,3,3,11420.0,0,Low Value
Business-d894,17,12,17350.0,0,Low Value
Business-d89d,9,8,11080.0,0,Low Value
Business-d8af,1,1,90.0,0,Low Value
Business-d8b6,8,8,11565.0,0,Low Value
Business-d8e3,49,44,145537.0,0,Low Value
Business-d906,17,13,27135.0,0,Low Value
Business-d910,112,74,151070.0,0,Low Value
Business-d911,50,38,53175.0,0,Low Value
Business-d914,461,68,114482.0,0,Low Value
Business-d917,14,12,37405.0,0,Low Value
Business-d91c,1,1,1750.0,0,Low Value
Business-d91e,11,10,23805.0,0,Low Value
Business-d935,117,20,46110.0,0,Low Value
Business-d940,12,9,13460.0,0,Low Value
Business-d94c,51,48,71045.0,0,Low Value
Business-d963,959,667,1351915.0,1,Medium Value
Business-d97d,12,3,4510.0,0,Low Value
Business-d982,121,95,228294.0,0,Low Value
Business-d985,3,3,3625.0,0,Low Value
Business-d98a,1,1,750.0,0,Low Value
Business-d9a3,1,1,1420.0,0,Low Value
Business-d9ac,110,90,199413.0,0,Low Value
Business-d9c3,128,104,180596.0,0,Low Value
Business-d9e4,60,20,56260.0,0,Low Value
Business-da32,2,1,1680.0,0,Low Value
Business-da34,35,16,40951.0,0,Low Value
Business-da44,24,21,40990.0,0,Low Value
Business-da4f,23,14,31915.0,0,Low Value
Business-da56,2,2,1188.0,0,Low Value
Business-da5e,1,1,3970.0,0,Low Value
Business-da72,1,1,1890.0,0,Low Value
Business-da87,4,2,4435.0,0,Low Value
Business-da94,35,33,38120.0,0,Low Value
Business-daa6,91,63,136745.0,0,Low Value
Business-dac2,19,3,17900.0,0,Low Value
Business-dacb,17,16,39938.0,0,Low Value
Business-dad2,6,6,7557.0,0,Low Value
Business-dae7,165,136,312094.0,0,Low Value
Business-daed,2,2,1810.0,0,Low Value
Business-daf8,141,97,200957.0,0,Low Value
Business-daff,823,563,1192897.0,1,Medium Value
Business-db19,1,1,1500.0,0,Low Value
Business-db2d,17,9,26495.0,0,Low Value
Business-db49,3,3,2447.0,0,Low Value
Business-db5d,18,7,21460.0,0,Low Value
Business-db5f,3,3,15930.0,0,Low Value
Business-db61,14,13,17385.0,0,Low Value
Business-db75,17,10,23415.0,0,Low Value
Business-db84,41,39,73640.0,0,Low Value
Business-db9b,6,6,5238.0,0,Low Value
Business-dba9,31,30,64055.0,0,Low Value
Business-dbac,325,298,560250.0,1,Medium Value
Business-dbbc,6,6,8795.0,0,Low Value
Business-dbc6,21,15,39455.0,0,Low Value
Business-dbce,2458,1126,3485759.0,2,High Value
Business-dbd6,6,2,2200.0,0,Low Value
Business-dbdd,10,8,9345.0,0,Low Value
Business-dbe0,15,11,14565.0,0,Low Value
Business-dbe2,5,3,13640.0,0,Low Value
Business-dbe5,48,15,33440.0,0,Low Value
Business-dbeb,30,1,2720.0,0,Low Value
Business-dbf7,20,4,7810.0,0,Low Value
Business-dc0b,1074,501,1259647.0,1,Medium Value
Business-dc1d,4,4,14120.0,0,Low Value
Business-dc3b,5,5,9655.0,0,Low Value
Business-dc43,5,5,6235.0,0,Low Value
Business-dc4f,5,1,4320.0,0,Low Value
Business-dc65,4,2,5125.0,0,Low Value
Business-dc6c,69,15,26100.0,0,Low Value
Business-dc72,3,3,15370.0,0,Low Value
Business-dc9c,74,59,149903.0,0,Low Value
Business-dca9,10,9,19490.0,0,Low Value
Business-dcb0,319,40,102146.0,0,Low Value
Business-dcb4,39,35,35563.0,0,Low Value
Business-dcc4,19,5,16525.0,0,Low Value
Business-dcc8,256,116,236083.0,0,Low Value
Business-dcd4,523,100,305809.0,0,Low Value
Business-dce1,18,18,72791.0,0,Low Value
Business-dcf8,10,1,2300.0,0,Low Value
Business-dd04,295,51,117965.0,0,Low Value
Business-dd07,314,170,338085.0,0,Low Value
Business-dd17,11,4,5480.0,0,Low Value
Business-dd18,192,117,253742.0,0,Low Value
Business-dd19,8,8,27465.0,0,Low Value
Business-dd28,16,15,34901.0,0,Low Value
Business-dd47,42,23,61810.0,0,Low Value
Business-dd4c,3,3,13960.0,0,Low Value
Business-dd61,17,10,26333.0,0,Low Value
Business-dd89,24,9,32159.0,0,Low Value
Business-dda3,22,19,22952.0,0,Low Value
Business-ddaf,37,35,74722.0,0,Low Value
Business-ddb0,5,3,1155.0,0,Low Value
Business-dde1,1,1,1300.0,0,Low Value
Business-dde8,29,10,17725.0,0,Low Value
Business-de03,1,1,6535.0,0,Low Value
Business-de08,10,3,5465.0,0,Low Value
Business-de1a,8,8,22806.0,0,Low Value
Business-de1c,16,3,8155.0,0,Low Value
Business-de42,1408,791,1570588.0,1,Medium Value
Business-de47,2,2,6250.0,0,Low Value
Business-de51,5,1,1750.0,0,Low Value
Business-de5c,1,1,1520.0,0,Low Value
Business-de9b,98,83,184055.0,0,Low Value
Business-dea1,776,349,760716.0,1,Medium Value
Business-deac,655,259,510503.0,1,Medium Value
Business-deb3,41,40,106911.0,0,Low Value
Business-dec6,1,1,4100.0,0,Low Value
Business-ded1,125,88,194604.0,0,Low Value
Business-dee6,8,7,12524.0,0,Low Value
Business-deff,174,135,211525.0,0,Low Value
Business-df05,455,252,580757.0,1,Medium Value
Business-df0f,58,33,67937.0,0,Low Value
Business-df12,50,33,72391.0,0,Low Value
Business-df25,1071,464,1066451.0,1,Medium Value
Business-df2b,15,14,27440.0,0,Low Value
Business-df2f,42,41,146300.0,0,Low Value
Business-df4a,22,14,40825.0,0,Low Value
Business-df71,9,9,29180.0,0,Low Value
Business-df76,22,22,49630.0,0,Low Value
Business-df78,16,5,15140.0,0,Low Value
Business-df7d,5,4,5510.0,0,Low Value
Business-df83,3,2,1115.0,0,Low Value
Business-df9b,1,1,2235.0,0,Low Value
Business-dfcd,3,3,13300.0,0,Low Value
Business-dff7,2,2,1875.0,0,Low Value
Business-dffd,23,10,37355.0,0,Low Value
Business-dffe,19,19,42296.0,0,Low Value
Business-e000,1443,1110,2572332.0,2,High Value
Business-e00b,8,6,16065.0,0,Low Value
Business-e00f,4,3,1670.0,0,Low Value
Business-e015,137,99,176831.0,0,Low Value
Business-e034,63,33,45668.0,0,Low Value
Business-e05c,28,26,60165.0,0,Low Value
Business-e067,3,3,3865.0,0,Low Value
Business-e06b,3,3,4575.0,0,Low Value
Business-e0a8,24,20,39965.0,0,Low Value
Business-e0a9,102,32,113595.0,0,Low Value
Business-e0ad,478,342,859706.0,1,Medium Value
Business-e0b7,100,91,295385.0,0,Low Value
Business-e0b9,4,4,5725.0,0,Low Value
Business-e0c3,3,1,1270.0,0,Low Value
Business-e0cb,4,4,6850.0,0,Low Value
Business-e0cc,164,149,443109.0,0,Low Value
Business-e0cd,5,4,8950.0,0,Low Value
Business-e0ea,3,3,7115.0,0,Low Value
Business-e0ec,745,478,1148665.0,1,Medium Value
Business-e11c,1,1,805.0,0,Low Value
Business-e12e,177,172,477547.0,0,Low Value
Business-e132,207,135,283090.0,0,Low Value
Business-e137,125,85,101955.0,0,Low Value
Business-e145,2,1,755.0,0,Low Value
Business-e150,1,1,6195.0,0,Low Value
Business-e15a,9,4,13850.0,0,Low Value
Business-e15f,14,6,20769.0,0,Low Value
Business-e162,3,3,7515.0,0,Low Value
Business-e163,139,119,118274.0,0,Low Value
Business-e186,1,1,470.0,0,Low Value
Business-e1a6,122,28,60755.0,0,Low Value
Business-e1ad,4,3,4585.0,0,Low Value
Business-e1b2,5,4,12835.0,0,Low Value
