Business,Total_Quantity,Transaction_Frequency,Total_Value,Segment,Segment_Label
Business-0000,8,8,10445.0,0,Low Value
Business-0005,1,1,2645.0,0,Low Value
Business-0029,26,6,18385.0,0,Low Value
Business-003d,98,31,73251.0,0,Low Value
Business-0072,127,101,194501.0,0,Low Value
Business-0078,317,254,882264.0,1,Medium Value
Business-007a,2,2,4010.0,0,Low Value
Business-0086,6,6,11200.0,0,Low Value
Business-00a2,9,7,17645.0,0,Low Value
Business-00a7,5,1,1885.0,0,Low Value
Business-00ac,10,10,22210.0,0,Low Value
Business-00b7,2,2,2900.0,0,Low Value
Business-00e7,29,7,18331.0,0,Low Value
Business-00f8,16,10,25891.0,0,Low Value
Business-00fa,180,11,20445.0,0,Low Value
Business-0105,41,27,50335.0,0,Low Value
Business-0109,279,63,169557.0,0,Low Value
Business-010c,22,13,34180.0,0,Low Value
Business-0113,1,1,1890.0,0,Low Value
Business-013f,136,66,168735.0,0,Low Value
Business-0143,6,2,5370.0,0,Low Value
Business-0145,4,1,90.0,0,Low Value
Business-0162,8,6,9065.0,0,Low Value
Business-016c,492,431,856286.0,1,Medium Value
Business-0172,2,2,4390.0,0,Low Value
Business-0183,10,2,3800.0,0,Low Value
Business-0192,8,6,3380.0,0,Low Value
Business-0197,10,9,20450.0,0,Low Value
Business-019e,4,3,8785.0,0,Low Value
Business-01a0,5,5,8005.0,0,Low Value
Business-01d3,7,6,22234.0,0,Low Value
Business-01de,179,147,346895.0,0,Low Value
Business-01e4,11,9,15290.0,0,Low Value
Business-0204,161,157,277435.0,0,Low Value
Business-0215,166,51,129322.0,0,Low Value
Business-0225,10,1,2185.0,0,Low Value
Business-0240,17,13,19385.0,0,Low Value
Business-0259,239,47,102510.0,0,Low Value
Business-0264,24,9,18470.0,0,Low Value
Business-0279,1,1,1930.0,0,Low Value
Business-0285,5,4,11940.0,0,Low Value
Business-0287,130,110,329033.0,0,Low Value
Business-0292,1,1,2450.0,0,Low Value
Business-029c,5,3,12670.0,0,Low Value
Business-02a5,7,6,13940.0,0,Low Value
Business-02ac,1,1,2040.0,0,Low Value
Business-02b8,16,14,34700.0,0,Low Value
Business-02c1,1,1,860.0,0,Low Value
Business-02e6,1,1,1540.0,0,Low Value
Business-02f9,5,3,18550.0,0,Low Value
Business-0305,24,21,44530.0,0,Low Value
Business-0308,3,3,15660.0,0,Low Value
Business-0309,241,40,94337.0,0,Low Value
Business-031e,31,11,29925.0,0,Low Value
Business-0325,8,7,10107.0,0,Low Value
Business-0335,11,8,17890.0,0,Low Value
Business-0343,73,48,115435.0,0,Low Value
Business-0348,2,2,9915.0,0,Low Value
Business-0354,312,135,296691.0,0,Low Value
Business-0357,130,39,79035.0,0,Low Value
Business-036d,1,1,2105.0,0,Low Value
Business-0384,321,130,267258.0,0,Low Value
Business-0399,2,2,4070.0,0,Low Value
Business-03a3,197,163,455985.0,0,Low Value
Business-03ac,89,83,155277.0,0,Low Value
Business-03b2,10,7,19146.0,0,Low Value
Business-03bc,1,1,1530.0,0,Low Value
Business-03e1,207,201,425768.0,0,Low Value
Business-03e7,48,17,35468.0,0,Low Value
Business-03fa,14,13,31785.0,0,Low Value
Business-040a,30,15,29305.0,0,Low Value
Business-040f,36,36,70239.0,0,Low Value
Business-0434,1,1,2070.0,0,Low Value
Business-0437,173,26,65511.0,0,Low Value
Business-044c,58,56,80512.0,0,Low Value
Business-045b,228,177,374541.0,0,Low Value
Business-0463,9,3,7330.0,0,Low Value
Business-046d,367,335,779184.0,1,Medium Value
Business-046f,2,2,2565.0,0,Low Value
Business-0470,46,36,90945.0,0,Low Value
Business-0471,7,5,18156.0,0,Low Value
Business-0476,9,9,15470.0,0,Low Value
Business-047d,2,2,9920.0,0,Low Value
Business-048c,214,88,170855.0,0,Low Value
Business-04ad,77,66,121240.0,0,Low Value
Business-04ae,2,2,5385.0,0,Low Value
Business-04b4,6,5,20165.0,0,Low Value
Business-04b6,111,76,190301.0,0,Low Value
Business-04ca,5,1,1715.0,0,Low Value
Business-04d8,4,4,8025.0,0,Low Value
Business-04e4,10,2,2145.0,0,Low Value
Business-04e5,297,145,378715.0,0,Low Value
Business-04f3,6,6,18913.0,0,Low Value
Business-04fc,6,6,10555.0,0,Low Value
Business-0508,2,2,6265.0,0,Low Value
Business-051b,40,2,6695.0,0,Low Value
Business-0523,1305,540,1305398.0,1,Medium Value
Business-053b,61,54,72916.0,0,Low Value
Business-054d,1,1,2245.0,0,Low Value
Business-0569,12,12,20440.0,0,Low Value
Business-0570,14,12,14205.0,0,Low Value
Business-059a,1,1,1890.0,0,Low Value
Business-059f,17,5,14470.0,0,Low Value
Business-05a3,15,11,37730.0,0,Low Value
Business-05c6,49,28,34540.0,0,Low Value
Business-05d3,679,144,358419.0,0,Low Value
Business-05dc,8,8,11220.0,0,Low Value
Business-05e0,6,6,4770.0,0,Low Value
Business-05e5,97,78,162890.0,0,Low Value
Business-05ff,60,10,21725.0,0,Low Value
Business-0600,2,2,6385.0,0,Low Value
Business-0610,179,117,235742.0,0,Low Value
Business-0616,2,1,4870.0,0,Low Value
Business-0630,1,1,2755.0,0,Low Value
Business-0654,75,11,17353.0,0,Low Value
Business-065e,30,16,21335.0,0,Low Value
Business-067e,7,7,9635.0,0,Low Value
Business-068f,3,3,5960.0,0,Low Value
Business-0691,7,5,20230.0,0,Low Value
Business-0693,77,69,117325.0,0,Low Value
Business-0695,14,14,22845.0,0,Low Value
Business-069c,30,20,42310.0,0,Low Value
Business-069f,245,196,588374.0,0,Low Value
Business-06ba,187,173,415516.0,0,Low Value
Business-06c0,1,1,1520.0,0,Low Value
Business-06c8,1,1,750.0,0,Low Value
Business-06e6,45,26,46695.0,0,Low Value
Business-06eb,10,8,13735.0,0,Low Value
Business-06ed,719,239,533512.0,1,Medium Value
Business-06fe,87,58,98815.0,0,Low Value
Business-0727,12,6,12845.0,0,Low Value
Business-0728,13,8,18510.0,0,Low Value
Business-072a,392,99,220323.0,0,Low Value
Business-0739,4,4,6610.0,0,Low Value
Business-0748,6,3,5825.0,0,Low Value
Business-0766,150,16,26725.0,0,Low Value
Business-076a,300,226,607981.0,1,Medium Value
Business-076d,6,6,2630.0,0,Low Value
Business-0779,15,1,875.0,0,Low Value
Business-077d,88,10,17325.0,0,Low Value
Business-079b,17,6,5895.0,0,Low Value
Business-079d,1,1,1500.0,0,Low Value
Business-079e,41,35,50005.0,0,Low Value
Business-07cf,62,55,123901.0,0,Low Value
Business-07de,6065,1160,3023871.0,2,High Value
Business-07ed,3,3,4585.0,0,Low Value
Business-07ef,236,197,550873.0,0,Low Value
Business-07f2,10,9,14740.0,0,Low Value
Business-07fe,80,33,69060.0,0,Low Value
Business-0801,2,2,3225.0,0,Low Value
Business-0825,1070,121,246281.0,0,Low Value
Business-0827,2,2,3400.0,0,Low Value
Business-082e,89,68,92690.0,0,Low Value
Business-0836,1,1,2630.0,0,Low Value
Business-083e,14,13,16595.0,0,Low Value
Business-0849,3,3,4010.0,0,Low Value
Business-0851,9,5,6045.0,0,Low Value
Business-0855,746,287,648128.0,1,Medium Value
Business-0860,10,5,11950.0,0,Low Value
Business-0872,54,54,102465.0,0,Low Value
Business-087f,9,8,16660.0,0,Low Value
Business-0890,5,5,7315.0,0,Low Value
Business-0893,90,36,59956.0,0,Low Value
Business-0897,1,1,3550.0,0,Low Value
Business-089e,1076,566,1325354.0,1,Medium Value
Business-08af,5,2,6050.0,0,Low Value
Business-08c1,224,178,409639.0,0,Low Value
Business-08df,8,6,2937.0,0,Low Value
Business-08e0,77,18,40295.0,0,Low Value
Business-08e2,1,1,6096.0,0,Low Value
Business-08e3,8,6,4930.0,0,Low Value
Business-08e8,259,116,220372.0,0,Low Value
Business-0912,1,1,1470.0,0,Low Value
Business-091b,5,5,17000.0,0,Low Value
Business-0937,3,3,12290.0,0,Low Value
Business-0940,4,3,9290.0,0,Low Value
Business-094d,4,4,3910.0,0,Low Value
Business-096b,2,2,2831.0,0,Low Value
Business-096c,8,5,10280.0,0,Low Value
Business-0976,5,1,4260.0,0,Low Value
Business-0994,15,3,5765.0,0,Low Value
Business-0997,2,1,4460.0,0,Low Value
Business-0999,37,16,48036.0,0,Low Value
Business-09a0,19,19,101515.0,0,Low Value
Business-09ae,112,112,224172.0,0,Low Value
Business-09c8,167,156,385431.0,0,Low Value
Business-09dd,20,16,45360.0,0,Low Value
Business-09e4,493,114,222801.0,0,Low Value
Business-0a00,104,38,83617.0,0,Low Value
Business-0a01,3,2,7105.0,0,Low Value
Business-0a29,13,13,32940.0,0,Low Value
Business-0a38,109,108,238795.0,0,Low Value
Business-0a3a,1,1,875.0,0,Low Value
Business-0a4a,5,1,4320.0,0,Low Value
Business-0a69,16,13,27740.0,0,Low Value
Business-0a7b,11,11,8304.0,0,Low Value
Business-0a7c,1,1,255.0,0,Low Value
Business-0a94,14,14,43404.0,0,Low Value
Business-0aa2,2,1,1120.0,0,Low Value
Business-0abf,7,4,3370.0,0,Low Value
Business-0ad3,17,4,8215.0,0,Low Value
Business-0ad5,79,54,35644.0,0,Low Value
Business-0ad6,131,113,222691.0,0,Low Value
Business-0ad8,2,2,350.0,0,Low Value
Business-0af3,293,247,921618.0,1,Medium Value
Business-0b10,15,9,4485.0,0,Low Value
Business-0b16,57,57,62562.0,0,Low Value
Business-0b18,35,27,38684.0,0,Low Value
Business-0b45,2,2,3375.0,0,Low Value
Business-0b49,6,5,13735.0,0,Low Value
Business-0b4c,2,2,3790.0,0,Low Value
Business-0b51,23,22,31310.0,0,Low Value
Business-0b56,68,58,161580.0,0,Low Value
Business-0b5e,6,3,7290.0,0,Low Value
Business-0b68,295,203,793387.0,1,Medium Value
Business-0b84,235,132,328123.0,0,Low Value
Business-0b8f,1,1,1475.0,0,Low Value
Business-0b90,10,9,25725.0,0,Low Value
Business-0ba8,10,10,13875.0,0,Low Value
Business-0bb2,30,1,1880.0,0,Low Value
Business-0bc4,1,1,350.0,0,Low Value
Business-0bcc,82,75,113545.0,0,Low Value
Business-0bd4,200,172,186113.0,0,Low Value
Business-0be1,109,4,10590.0,0,Low Value
Business-0bf4,1,1,1790.0,0,Low Value
Business-0bfe,3,3,8200.0,0,Low Value
Business-0c1a,1,1,3550.0,0,Low Value
Business-0c4c,67,7,21210.0,0,Low Value
Business-0c4f,20,1,1730.0,0,Low Value
Business-0c59,188,91,229922.0,0,Low Value
Business-0c62,19,5,10215.0,0,Low Value
Business-0c6b,2,1,1830.0,0,Low Value
Business-0c75,222,171,424256.0,0,Low Value
Business-0c76,4,4,7765.0,0,Low Value
Business-0c77,119,101,347706.0,0,Low Value
Business-0c88,190,27,55560.0,0,Low Value
Business-0c98,791,544,1297312.0,1,Medium Value
Business-0ca5,20,3,6675.0,0,Low Value
Business-0ca8,592,380,723782.0,1,Medium Value
Business-0cab,2,2,4605.0,0,Low Value
Business-0cbc,100,22,48419.0,0,Low Value
Business-0ccc,10,5,7435.0,0,Low Value
Business-0cce,4,4,4325.0,0,Low Value
Business-0cd0,5,4,7585.0,0,Low Value
Business-0cd5,150,81,179455.0,0,Low Value
Business-0cd8,10,10,15350.0,0,Low Value
Business-0ce3,10,10,27340.0,0,Low Value
Business-0ce5,5,5,15170.0,0,Low Value
Business-0cf6,13,11,25740.0,0,Low Value
Business-0d1d,13,13,12992.0,0,Low Value
Business-0d26,145,133,311347.0,0,Low Value
Business-0d27,107,71,120485.0,0,Low Value
Business-0d4b,2,1,1690.0,0,Low Value
Business-0d4d,164,163,350710.0,0,Low Value
Business-0d61,2845,909,2380095.0,2,High Value
Business-0d6c,9,8,5558.0,0,Low Value
Business-0d8e,7,2,6065.0,0,Low Value
Business-0d90,31,5,14869.0,0,Low Value
Business-0d9c,224,93,168357.0,0,Low Value
Business-0daa,926,214,443654.0,1,Medium Value
Business-0db4,10,8,29815.0,0,Low Value
Business-0dbe,125,104,241424.0,0,Low Value
Business-0dd3,10,8,11970.0,0,Low Value
Business-0de1,19,3,8920.0,0,Low Value
Business-0ded,1,1,1910.0,0,Low Value
Business-0df2,17,2,6180.0,0,Low Value
Business-0df8,35,19,33745.0,0,Low Value
Business-0df9,1,1,1315.0,0,Low Value
Business-0e00,2,2,3050.0,0,Low Value
Business-0e06,103,68,113520.0,0,Low Value
Business-0e1a,259,55,130650.0,0,Low Value
Business-0e1c,9,7,25280.0,0,Low Value
Business-0e22,227,106,196515.0,0,Low Value
Business-0e43,16,14,21865.0,0,Low Value
Business-0e51,6,6,21066.0,0,Low Value
Business-0e56,765,557,1399977.0,1,Medium Value
Business-0e5a,2,2,1500.0,0,Low Value
Business-0e5b,4289,1919,4374082.0,2,High Value
Business-0e75,157,76,171150.0,0,Low Value
Business-0e77,164,113,210521.0,0,Low Value
Business-0e7c,67,56,90213.0,0,Low Value
Business-0e8c,11,9,38870.0,0,Low Value
Business-0e99,104,32,62700.0,0,Low Value
Business-0e9b,2,2,2910.0,0,Low Value
Business-0e9c,2,2,3495.0,0,Low Value
Business-0ea3,774,286,703061.0,1,Medium Value
Business-0ea4,3,3,2580.0,0,Low Value
Business-0ec1,7,6,5920.0,0,Low Value
Business-0ec2,5,4,6820.0,0,Low Value
Business-0ec5,125,94,107580.0,0,Low Value
Business-0eca,14,12,32870.0,0,Low Value
Business-0f13,7,5,6850.0,0,Low Value
Business-0f1f,10,10,17280.0,0,Low Value
Business-0f38,606,245,576835.0,1,Medium Value
Business-0f68,269,116,153453.0,0,Low Value
Business-0f72,797,339,833309.0,1,Medium Value
Business-0f83,262,120,331410.0,0,Low Value
Business-0f84,122,111,138757.0,0,Low Value
Business-0f9a,3,3,11050.0,0,Low Value
Business-0fbc,7,5,17295.0,0,Low Value
Business-0fcb,13,8,16060.0,0,Low Value
Business-0fdc,1,1,1835.0,0,Low Value
Business-0ffa,13,10,15475.0,0,Low Value
Business-1010,11,5,17385.0,0,Low Value
Business-1016,99,97,140301.0,0,Low Value
Business-101d,600,351,764370.0,1,Medium Value
Business-102d,75,54,144810.0,0,Low Value
Business-1046,17,5,19330.0,0,Low Value
Business-105e,2,1,1940.0,0,Low Value
Business-1065,209,157,419515.0,0,Low Value
Business-1074,87,74,131870.0,0,Low Value
Business-1085,32,12,30285.0,0,Low Value
Business-1088,2,1,1850.0,0,Low Value
Business-108f,67,56,152354.0,0,Low Value
Business-1092,10,9,23515.0,0,Low Value
Business-10aa,48,5,8145.0,0,Low Value
Business-10b1,2,2,2190.0,0,Low Value
Business-10b2,1,1,1520.0,0,Low Value
Business-10c6,200,56,130259.0,0,Low Value
Business-10e2,1213,533,1194050.0,1,Medium Value
Business-10e4,15,10,14855.0,0,Low Value
Business-1120,4,3,5580.0,0,Low Value
Business-1128,42,19,40310.0,0,Low Value
Business-112a,7,7,4060.0,0,Low Value
Business-112f,27,6,3950.0,0,Low Value
Business-1139,6,5,14445.0,0,Low Value
Business-113f,2,2,1700.0,0,Low Value
Business-1152,92,10,25785.0,0,Low Value
Business-1153,10,9,16596.0,0,Low Value
Business-1162,23,23,79352.0,0,Low Value
Business-1167,4,2,4620.0,0,Low Value
Business-1187,6,5,5930.0,0,Low Value
Business-118d,43,42,94750.0,0,Low Value
Business-1192,5,5,10535.0,0,Low Value
Business-11ac,2,1,2205.0,0,Low Value
Business-11bf,7,7,8860.0,0,Low Value
Business-11cb,3,3,2613.0,0,Low Value
Business-11da,127,80,154157.0,0,Low Value
Business-11e2,2,2,6425.0,0,Low Value
Business-11f2,207,97,232511.0,0,Low Value
Business-1200,28,5,9525.0,0,Low Value
Business-121d,19,12,30730.0,0,Low Value
Business-122c,1,1,2695.0,0,Low Value
Business-1239,129,87,173890.0,0,Low Value
Business-123d,50,1,1810.0,0,Low Value
Business-1257,3,2,7190.0,0,Low Value
Business-125e,5,1,907.0,0,Low Value
Business-1269,17,16,35540.0,0,Low Value
Business-126a,74,74,122350.0,0,Low Value
Business-126e,4,4,4235.0,0,Low Value
Business-1274,97,83,186459.0,0,Low Value
Business-128c,2,1,640.0,0,Low Value
Business-1297,4,3,9805.0,0,Low Value
Business-12aa,23,5,10715.0,0,Low Value
Business-12b6,5,1,1445.0,0,Low Value
Business-12c2,56,19,43740.0,0,Low Value
Business-12c6,19,19,53177.0,0,Low Value
Business-12ca,1,1,6290.0,0,Low Value
Business-12ce,30,26,51635.0,0,Low Value
Business-12e1,101,57,159580.0,0,Low Value
Business-12e8,13,12,30795.0,0,Low Value
Business-12f7,5,5,6675.0,0,Low Value
Business-12fa,2,1,640.0,0,Low Value
Business-1305,331,103,149751.0,0,Low Value
Business-1320,1,1,85.0,0,Low Value
Business-1343,2,2,3980.0,0,Low Value
Business-1353,10,8,15640.0,0,Low Value
Business-135d,63,63,106780.0,0,Low Value
Business-1364,4,4,6830.0,0,Low Value
Business-136e,32,28,74967.0,0,Low Value
Business-1371,1073,24,58038.0,0,Low Value
Business-137f,1,1,1520.0,0,Low Value
Business-1383,37,17,19487.0,0,Low Value
Business-139e,7,4,2540.0,0,Low Value
Business-13a7,18,18,25350.0,0,Low Value
Business-13b0,19,19,58381.0,0,Low Value
Business-13c7,1,1,4050.0,0,Low Value
Business-13d2,87,44,138106.0,0,Low Value
Business-13e1,4,4,8365.0,0,Low Value
Business-13f5,183,125,161785.0,0,Low Value
Business-13f9,290,265,523998.0,1,Medium Value
Business-140d,5,1,1945.0,0,Low Value
Business-140e,2,2,9820.0,0,Low Value
Business-1427,1,1,2040.0,0,Low Value
Business-1447,1,1,1480.0,0,Low Value
Business-1464,3,2,3275.0,0,Low Value
Business-1474,5,1,4200.0,0,Low Value
Business-147c,20,18,34520.0,0,Low Value
Business-1488,205,155,311636.0,0,Low Value
Business-1494,23,20,49385.0,0,Low Value
Business-149d,37,22,73680.0,0,Low Value
Business-14b6,228,180,332780.0,0,Low Value
Business-14ca,444,260,600823.0,1,Medium Value
Business-14dd,316,280,562594.0,1,Medium Value
Business-14f0,118,50,89815.0,0,Low Value
Business-14f7,86,38,88155.0,0,Low Value
Business-1510,1786,267,601922.0,1,Medium Value
Business-151b,4,2,7725.0,0,Low Value
Business-152a,102,49,120836.0,0,Low Value
Business-153f,7,2,2255.0,0,Low Value
Business-1548,199,116,254861.0,0,Low Value
Business-1557,3,3,4430.0,0,Low Value
Business-155f,2290,506,1309624.0,1,Medium Value
Business-156e,67,40,79640.0,0,Low Value
Business-159a,2,2,2700.0,0,Low Value
Business-15b4,22,16,36225.0,0,Low Value
Business-15bc,1025,696,1300400.0,1,Medium Value
Business-15c4,48,32,66855.0,0,Low Value
Business-15da,6,6,15683.0,0,Low Value
Business-15f0,6,2,1990.0,0,Low Value
Business-1619,25,21,35940.0,0,Low Value
Business-1626,544,159,349645.0,0,Low Value
Business-1629,3,3,4440.0,0,Low Value
Business-163b,3,3,12116.0,0,Low Value
Business-1654,4,4,11350.0,0,Low Value
Business-165b,2,1,4550.0,0,Low Value
Business-1660,301,68,139636.0,0,Low Value
Business-1661,118,80,216167.0,0,Low Value
Business-166d,61,19,44927.0,0,Low Value
Business-1670,33,24,73360.0,0,Low Value
Business-167b,9,9,14225.0,0,Low Value
Business-1688,2,1,2600.0,0,Low Value
Business-168a,89,49,115245.0,0,Low Value
Business-168d,5,5,11030.0,0,Low Value
Business-1692,287,70,120761.0,0,Low Value
Business-1696,1681,1027,2680693.0,2,High Value
Business-1698,74,28,51545.0,0,Low Value
Business-169b,3,2,940.0,0,Low Value
Business-16a4,17,13,49755.0,0,Low Value
Business-16af,340,53,248311.0,0,Low Value
Business-16b6,35,17,49455.0,0,Low Value
Business-16d4,3,2,3960.0,0,Low Value
Business-16e7,1218,408,751821.0,1,Medium Value
Business-16ed,117,44,112715.0,0,Low Value
Business-1710,44,38,70585.0,0,Low Value
Business-1714,18,10,19371.0,0,Low Value
Business-171a,74,73,190059.0,0,Low Value
Business-173b,1,1,1480.0,0,Low Value
Business-1746,15,12,22860.0,0,Low Value
Business-1751,2,2,900.0,0,Low Value
Business-175e,6,6,23620.0,0,Low Value
Business-1783,22,18,30663.0,0,Low Value
Business-1791,54,44,63699.0,0,Low Value
Business-17a7,37,34,74585.0,0,Low Value
Business-17a8,176,22,54035.0,0,Low Value
Business-17ac,6,5,6915.0,0,Low Value
Business-17b3,14,14,22400.0,0,Low Value
Business-17ba,73,48,76200.0,0,Low Value
Business-17c9,3,3,705.0,0,Low Value
Business-17e2,3,3,5590.0,0,Low Value
Business-17e6,37,11,25095.0,0,Low Value
Business-17eb,6,3,10165.0,0,Low Value
Business-17fe,46,20,39355.0,0,Low Value
Business-1862,4,4,5039.0,0,Low Value
Business-1866,558,375,763714.0,1,Medium Value
Business-186d,152,99,167979.0,0,Low Value
Business-1873,1,1,250.0,0,Low Value
Business-1885,6,6,9280.0,0,Low Value
Business-1886,1448,662,1934327.0,1,Medium Value
Business-188a,640,120,443004.0,0,Low Value
Business-1895,11,6,6225.0,0,Low Value
Business-189b,10,10,27473.0,0,Low Value
Business-189e,2,2,9640.0,0,Low Value
Business-189f,12,4,22492.0,0,Low Value
Business-18a2,41,4,12705.0,0,Low Value
Business-18b9,2,1,2480.0,0,Low Value
Business-18c3,6,6,10345.0,0,Low Value
Business-18c8,49,36,47095.0,0,Low Value
Business-18e4,129,106,245412.0,0,Low Value
Business-18f1,1312,639,1716527.0,1,Medium Value
Business-18fd,10,10,13415.0,0,Low Value
Business-18fe,145,114,253874.0,0,Low Value
Business-190a,76,68,81064.0,0,Low Value
Business-193f,2,2,3370.0,0,Low Value
Business-1944,65,44,96015.0,0,Low Value
Business-194c,71,70,150531.0,0,Low Value
Business-195b,138,89,247944.0,0,Low Value
Business-196f,63,12,3009.0,0,Low Value
Business-1977,8,8,18045.0,0,Low Value
Business-1979,32,29,56070.0,0,Low Value
Business-197e,2,2,4300.0,0,Low Value
Business-198b,140,104,308547.0,0,Low Value
Business-198d,3,3,5940.0,0,Low Value
Business-1992,6,3,6365.0,0,Low Value
Business-1993,72,56,89805.0,0,Low Value
Business-199d,3,3,7010.0,0,Low Value
Business-19a8,6,6,7547.0,0,Low Value
Business-19ad,10,1,6195.0,0,Low Value
Business-19b0,1,1,1470.0,0,Low Value
Business-19bd,31,17,28742.0,0,Low Value
Business-19c9,262,241,497118.0,0,Low Value
Business-19d7,18,6,11430.0,0,Low Value
Business-19dc,243,185,332476.0,0,Low Value
Business-19e8,113,102,205809.0,0,Low Value
Business-19f7,4,4,10220.0,0,Low Value
Business-19f9,341,279,666022.0,1,Medium Value
Business-1a04,60,24,49621.0,0,Low Value
Business-1a09,1,1,1510.0,0,Low Value
Business-1a23,272,72,158370.0,0,Low Value
Business-1a2d,38,23,51045.0,0,Low Value
Business-1a3a,84,69,109280.0,0,Low Value
Business-1a3d,24,20,26813.0,0,Low Value
Business-1a5e,117,22,63101.0,0,Low Value
Business-1a70,6,4,8420.0,0,Low Value
Business-1a74,108,96,156928.0,0,Low Value
Business-1a76,139,113,161628.0,0,Low Value
Business-1a85,10,7,22530.0,0,Low Value
Business-1a8b,502,73,184337.0,0,Low Value
Business-1a8c,41,41,138614.0,0,Low Value
Business-1ab0,4,3,5090.0,0,Low Value
Business-1ae1,16,16,61580.0,0,Low Value
Business-1ae6,3,3,1920.0,0,Low Value
Business-1ae8,2028,607,1911337.0,2,High Value
Business-1af9,2,2,2735.0,0,Low Value
Business-1afb,145,75,165513.0,0,Low Value
Business-1afd,7,2,5975.0,0,Low Value
Business-1b0f,4,4,12315.0,0,Low Value
Business-1b17,9,9,16170.0,0,Low Value
Business-1b21,13,8,11665.0,0,Low Value
Business-1b2c,1,1,1845.0,0,Low Value
Business-1b30,25,14,5657.0,0,Low Value
Business-1b35,4,2,3630.0,0,Low Value
Business-1b49,9,8,15611.0,0,Low Value
Business-1b4d,1,1,1540.0,0,Low Value
Business-1b52,1336,388,858406.0,1,Medium Value
Business-1b69,436,353,692375.0,1,Medium Value
Business-1b7a,2,2,3190.0,0,Low Value
Business-1b81,200,178,310990.0,0,Low Value
Business-1b82,6,6,16350.0,0,Low Value
Business-1b8b,18,6,12990.0,0,Low Value
Business-1bb4,13,4,7885.0,0,Low Value
Business-1bb7,67,29,59050.0,0,Low Value
Business-1bbc,98,83,181216.0,0,Low Value
Business-1bd3,34,30,59180.0,0,Low Value
Business-1be8,106,88,206620.0,0,Low Value
Business-1beb,8,7,16313.0,0,Low Value
Business-1bf2,1,1,1260.0,0,Low Value
Business-1bff,5,3,15820.0,0,Low Value
Business-1c17,9,5,21595.0,0,Low Value
Business-1c37,89,8,14325.0,0,Low Value
Business-1c38,30,24,35761.0,0,Low Value
Business-1c4f,1,1,1120.0,0,Low Value
Business-1c6a,2,2,3040.0,0,Low Value
Business-1c6c,170,146,370011.0,0,Low Value
Business-1c70,335,305,573827.0,1,Medium Value
Business-1c78,12,6,25510.0,0,Low Value
Business-1c79,16,5,15720.0,0,Low Value
Business-1c8e,2,2,3780.0,0,Low Value
Business-1c98,228,180,357748.0,0,Low Value
Business-1cb1,39,39,73430.0,0,Low Value
Business-1cbb,5,3,4155.0,0,Low Value
Business-1cc4,1,1,1300.0,0,Low Value
Business-1cca,15,13,33900.0,0,Low Value
Business-1cdc,18,5,8125.0,0,Low Value
Business-1ce5,1,1,2470.0,0,Low Value
Business-1ce6,59,16,40760.0,0,Low Value
Business-1cef,35,35,78209.0,0,Low Value
Business-1d09,171,131,418580.0,0,Low Value
Business-1d15,1,1,6450.0,0,Low Value
Business-1d1c,1125,483,972237.0,1,Medium Value
Business-1d24,3,3,2030.0,0,Low Value
Business-1d2d,1,1,90.0,0,Low Value
Business-1d35,8,7,33595.0,0,Low Value
Business-1d37,42,19,32557.0,0,Low Value
Business-1d3e,3,3,5665.0,0,Low Value
Business-1d4a,673,286,594066.0,1,Medium Value
Business-1d51,2,2,3360.0,0,Low Value
Business-1d55,63,48,159629.0,0,Low Value
Business-1d58,14,14,25830.0,0,Low Value
Business-1d6e,12,11,11880.0,0,Low Value
Business-1d8a,10,10,15310.0,0,Low Value
Business-1d95,644,387,1183271.0,1,Medium Value
Business-1d9e,3,3,5801.0,0,Low Value
Business-1da1,10,1,1880.0,0,Low Value
Business-1da2,1,1,4020.0,0,Low Value
Business-1daa,72,16,25300.0,0,Low Value
Business-1dc2,72,67,138027.0,0,Low Value
Business-1dd4,25,6,10980.0,0,Low Value
Business-1ddb,67,49,134700.0,0,Low Value
Business-1ddc,1721,994,2638244.0,2,High Value
Business-1df3,105,13,32710.0,0,Low Value
Business-1df8,2,2,5070.0,0,Low Value
Business-1dfe,7,7,7910.0,0,Low Value
Business-1e10,219,148,313816.0,0,Low Value
Business-1e3e,4981,166,443257.0,2,High Value
Business-1e41,3,2,5980.0,0,Low Value
Business-1e51,30,17,42005.0,0,Low Value
Business-1e57,119,18,41360.0,0,Low Value
Business-1e5b,5,5,8480.0,0,Low Value
Business-1e5c,1,1,1520.0,0,Low Value
Business-1e65,351,284,457132.0,1,Medium Value
Business-1e76,3,3,5040.0,0,Low Value
Business-1e78,25,22,37990.0,0,Low Value
Business-1e7e,2,2,3070.0,0,Low Value
Business-1e81,3,2,1290.0,0,Low Value
Business-1e98,341,128,346340.0,0,Low Value
Business-1e9e,5,5,12240.0,0,Low Value
Business-1eb4,2,1,825.0,0,Low Value
Business-1ebc,12,2,5760.0,0,Low Value
Business-1ed2,153,138,157332.0,0,Low Value
Business-1ed7,1,1,4100.0,0,Low Value
Business-1edd,360,173,394750.0,0,Low Value
Business-1ede,990,540,1236228.0,1,Medium Value
Business-1ee2,188,172,337656.0,0,Low Value
Business-1ef9,18,15,34530.0,0,Low Value
Business-1f08,232,198,498593.0,0,Low Value
Business-1f0a,4,3,3380.0,0,Low Value
Business-1f1f,26,22,45675.0,0,Low Value
Business-1f22,5,5,13625.0,0,Low Value
Business-1f3e,12,12,16690.0,0,Low Value
